people_id,movie_id
p_133148,133627
p_196110,133627
p_265058,133627
p_87820,17340
p_79101,17340
p_87821,17340
p_244753,113049
p_239165,113049
p_121294,113049
p_233828,113049
p_247411,113049
p_236580,95362
p_236581,95362
p_251854,117590
p_163590,117590
p_251855,117590
p_246843,117590
p_55513,117590
p_1405,59970
p_212388,59970
p_2829,59970
p_2807,59970
p_123358,59970
p_246861,59970
p_70902,14138
p_1328,14138
p_13472,14138
p_16940,14138
p_1248,14138
p_2467,14138
p_113,14138
p_67026,14138
p_11180,14138
p_76000,14138
p_994,14138
p_76001,14138
p_68224,14138
p_204234,14138
p_76003,14138
p_56475,14138
p_76004,14138
p_30325,14138
p_20243,14138
p_51119,14138
p_28482,14138
p_67213,14138
p_76005,14138
p_11285,14138
p_76006,14138
p_58894,14138
p_76007,14138
p_76008,14138
p_76009,14138
p_76010,14138
p_70907,14138
p_76011,14138
p_76012,14138
p_76013,14138
p_76014,14138
p_76015,14138
p_76016,14138
p_76017,14138
p_76018,14138
p_76019,14138
p_76020,14138
p_76021,14138
p_76022,14138
p_30003,62408
p_33022,62408
p_126307,62408
p_16761,62408
p_110281,62408
p_3366,62408
p_30281,62408
p_187516,62408
p_187517,62408
p_33033,62408
p_165989,62408
p_50836,62408
p_3370,62408
p_56528,62408
p_187518,62408
p_3367,62408
p_52398,104845
p_241787,104845
p_6285,104845
p_240593,104845
p_241788,104845
p_106097,104845
p_241534,104845
p_50284,54054
p_88044,54054
p_254233,54054
p_51138,54054
p_223014,109297
p_234983,109297
p_222997,109297
p_224957,109297
p_244126,109297
p_64014,109297
p_30289,46502
p_96999,46502
p_83720,46502
p_3673,46502
p_145607,46502
p_145609,46502
p_19728,94507
p_11680,94507
p_85600,94507
p_79950,94507
p_24813,94507
p_239389,94507
p_97139,94507
p_60120,94507
p_91887,94507
p_210676,94507
p_226908,94507
p_91230,94507
p_231802,94507
p_11108,7942
p_9030,7942
p_5587,7942
p_7028,7942
p_53362,7942
p_53364,7942
p_53365,7942
p_53366,7942
p_53367,7942
p_53388,7942
p_53389,7942
p_17273,90289
p_190198,90289
p_17343,90289
p_225370,90289
p_120933,90289
p_86840,90289
p_12646,90289
p_153023,90289
p_233641,90289
